Año,Estado,EstadoCaso,Muertes,Tipo de Choque,Region,Rural o Rubano,Tipo Choque,Camion Grande,Motocicleta,Exceso de Velocidad,Peatron,Peaton Muerto,Ciclista,Ciclista Muerto,Volcadura,Persecución Policial,Alcoholimetro,Adolescente (15-20),Anciano (65+),Joven (20-24),Salio del Camino,Se fugo,Distraido,Cansancio,Sentido Contrario
2022,13,130286,2,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130287,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130288,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130289,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130290,1,1,4,2,1,2,1,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130291,1,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,13,130292,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130293,1,1,4,2,1,2,1,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130294,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1
2022,13,130295,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130296,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130297,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2
2022,13,130298,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1
2022,13,130299,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130300,2,1,4,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,13,130301,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130302,1,1,4,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130303,2,1,4,1,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130304,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130306,1,1,4,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130307,1,1,4,2,3,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2
2022,13,130308,1,1,4,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130309,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,13,130310,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2
2022,13,130311,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2
2022,13,130312,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130313,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2
2022,13,130314,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130315,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130316,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130317,1,1,4,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2
2022,13,130318,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,13,130319,2,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130320,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2
2022,13,130321,1,1,4,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130322,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2
2022,13,130323,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2
2022,13,130324,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130325,1,1,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2022,13,130326,2,1,4,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2
2022,13,130327,1,1,4,2,2,2,2,1,2,2,2,2,1,1,3,1,2,1,2,2,2,2,2
2022,13,130328,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130330,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130331,2,1,4,1,3,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1
2022,13,130332,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130333,1,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,13,130334,1,1,4,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130335,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2
2022,13,130336,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130337,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130338,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130339,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130340,1,1,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2022,13,130341,3,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130342,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2
2022,13,130343,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130344,1,1,4,2,3,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
2022,13,130345,1,1,4,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2
2022,13,130346,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130347,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
2022,13,130348,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130349,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130350,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130351,1,1,4,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
2022,13,130352,1,1,4,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130353,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130354,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,13,130355,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1
2022,13,130356,1,1,4,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
2022,13,130357,1,1,4,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130358,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130359,1,1,4,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130360,1,1,4,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130361,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2022,13,130362,1,1,4,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130363,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2
2022,13,130364,1,1,4,2,3,2,2,2,1,1,2,2,2,2,3,2,2,1,2,1,2,2,2
2022,13,130365,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130366,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130367,1,1,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130368,1,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130369,1,1,4,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
2022,13,130370,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130371,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,13,130372,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130373,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130374,1,1,4,2,3,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130375,1,1,4,1,2,1,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2
2022,13,130376,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130377,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130378,1,1,4,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130379,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130380,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130381,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130382,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,13,130383,2,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130384,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130385,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130386,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2022,13,130388,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130389,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1
2022,13,130390,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2022,13,130391,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130392,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2
2022,13,130393,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130394,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1
2022,13,130395,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130396,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130397,1,1,4,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130398,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130399,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130400,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130401,1,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130402,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130403,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,2,2,2,2,2
2022,13,130405,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,13,130406,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
2022,13,130407,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130408,1,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130410,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,13,130411,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130412,1,1,4,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
2022,13,130413,2,1,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,13,130414,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130415,2,1,4,1,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130416,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130417,1,1,4,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130418,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130419,1,1,4,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,13,130420,1,1,4,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130421,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130422,1,1,4,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1
2022,13,130423,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130424,1,1,4,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130425,1,1,4,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130426,1,1,4,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2
2022,13,130427,1,1,4,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2
2022,13,130428,1,1,4,1,2,2,2,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2
2022,13,130429,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
2022,13,130430,2,1,4,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
2022,13,130431,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2022,13,130432,1,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130433,1,1,4,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130434,1,1,4,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130435,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2
2022,13,130436,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2022,13,130437,1,1,4,1,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2
2022,13,130438,1,1,4,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
2022,13,130439,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130440,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130441,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130442,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2
2022,13,130443,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130444,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2
2022,13,130445,1,1,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130446,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,13,130447,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,1,2,1,2,2,2
2022,13,130448,2,1,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2
2022,13,130449,1,1,4,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130450,1,1,4,2,1,2,2,2,1,1,2,2,2,1,3,2,2,2,2,1,2,2,2
2022,13,130451,1,1,4,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130452,1,1,4,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
2022,13,130453,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130454,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130455,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130456,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130457,1,1,4,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2
2022,13,130458,2,1,4,1,3,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2
2022,13,130459,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,13,130460,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130461,1,1,4,1,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130462,1,1,4,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2
2022,13,130463,1,1,4,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130464,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130465,1,1,4,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
2022,13,130466,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130467,1,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130468,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1
2022,13,130469,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2
2022,13,130470,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130471,1,1,4,1,3,2,2,1,2,2,2,2,2,1,3,2,1,2,1,2,1,2,1
2022,13,130472,1,1,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2
2022,13,130473,1,1,4,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130474,1,1,4,2,2,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2
2022,13,130475,1,1,4,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130476,2,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130477,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130478,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130479,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130480,1,1,4,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
2022,13,130481,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130482,1,1,4,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130483,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,13,130484,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2
2022,13,130485,1,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130486,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130487,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130488,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130489,2,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2
2022,13,130490,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130492,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130493,1,1,4,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
2022,13,130494,1,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2022,13,130495,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2
2022,13,130496,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130497,1,1,4,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130498,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130499,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
2022,13,130500,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,13,130501,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130502,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130503,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130504,1,1,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130505,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130506,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130507,1,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130508,1,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,2,2
2022,13,130509,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,13,130510,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130511,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2022,13,130512,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
2022,13,130513,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,13,130514,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130515,2,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130516,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,13,130517,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2
2022,13,130518,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130519,1,1,4,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130521,1,1,4,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130522,1,1,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,13,130523,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,13,130524,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130525,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2
2022,13,130526,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130527,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130528,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,13,130529,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,13,130530,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130531,1,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2
2022,13,130532,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2022,13,130533,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,13,130534,2,1,4,2,2,1,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2
2022,13,130535,1,1,4,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130536,1,1,4,2,3,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2
2022,13,130537,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,13,130538,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,13,130539,1,1,4,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
2022,13,130540,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,13,130541,2,1,4,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2
2022,13,130543,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
2022,13,130544,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1
2022,13,130545,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,13,130546,1,1,4,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,13,130547,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,13,130548,1,1,4,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
